num_date_time,answer
1 2020-08-25 00,8503.85262744223
1 2020-08-25 01,8476.77325147798
1 2020-08-25 02,8512.093387353998
1 2020-08-25 03,8539.085906688613
1 2020-08-25 04,8574.337141541133
1 2020-08-25 05,8551.4952842615
1 2020-08-25 06,8552.34065673779
1 2020-08-25 07,8565.133554425614
1 2020-08-25 08,8534.503784200453
1 2020-08-25 09,8685.454731039075
1 2020-08-25 10,8781.719644872148
1 2020-08-25 11,8830.079119445907
1 2020-08-25 12,8910.193723070031
1 2020-08-25 13,8899.220190206175
1 2020-08-25 14,8873.679016917204
1 2020-08-25 15,8936.793123173555
1 2020-08-25 16,8919.245564830955
1 2020-08-25 17,8914.38590698146
1 2020-08-25 18,8758.409072241811
1 2020-08-25 19,8681.09711882995
1 2020-08-25 20,8675.044301633348
1 2020-08-25 21,8698.68342143774
1 2020-08-25 22,8637.695952946222
1 2020-08-25 23,8638.561366905979
1 2020-08-26 00,8446.794765534316
1 2020-08-26 01,8468.579173431639
1 2020-08-26 02,8539.578949971325
1 2020-08-26 03,8521.859041475196
1 2020-08-26 04,8520.913066276007
1 2020-08-26 05,8553.777513420024
1 2020-08-26 06,8608.655652067062
1 2020-08-26 07,8612.769911858604
1 2020-08-26 08,8481.923596396702
1 2020-08-26 09,8678.722147005636
1 2020-08-26 10,8871.592343032728
1 2020-08-26 11,9015.729282970184
1 2020-08-26 12,9018.79440281056
1 2020-08-26 13,8990.355791004773
1 2020-08-26 14,8979.577458226859
1 2020-08-26 15,8990.157757639237
1 2020-08-26 16,8948.413391835726
1 2020-08-26 17,8909.55103341557
1 2020-08-26 18,8699.720531961248
1 2020-08-26 19,8746.49379198591
1 2020-08-26 20,8655.781098958165
1 2020-08-26 21,8624.956666592165
1 2020-08-26 22,8670.536784747528
1 2020-08-26 23,8692.578802487367
1 2020-08-27 00,8542.325506052402
1 2020-08-27 01,8505.199116514175
1 2020-08-27 02,8562.160970850895
1 2020-08-27 03,8598.093642554955
