num_date_time,answer
1 2020-08-25 00,8487.85032099971
1 2020-08-25 01,8443.935146412054
1 2020-08-25 02,8447.679021074502
1 2020-08-25 03,8495.55258589608
1 2020-08-25 04,8509.971470305052
1 2020-08-25 05,8581.386402432505
1 2020-08-25 06,8580.267066427361
1 2020-08-25 07,8446.879630224088
1 2020-08-25 08,8478.969671796523
1 2020-08-25 09,8695.49571327807
1 2020-08-25 10,8619.794716451099
1 2020-08-25 11,8843.669573738265
1 2020-08-25 12,8854.6738597373
1 2020-08-25 13,8938.85381358122
1 2020-08-25 14,8922.83439468082
1 2020-08-25 15,9024.410791310385
1 2020-08-25 16,8979.651553506217
1 2020-08-25 17,8795.036001366847
1 2020-08-25 18,8706.606127936193
1 2020-08-25 19,8642.40577610179
1 2020-08-25 20,8595.081681427648
1 2020-08-25 21,8533.743593834712
1 2020-08-25 22,8525.555929807382
1 2020-08-25 23,8664.977024589873
1 2020-08-26 00,8465.862360368572
1 2020-08-26 01,8410.970168749514
1 2020-08-26 02,8454.730799358753
1 2020-08-26 03,8451.386947572482
1 2020-08-26 04,8526.75125061722
1 2020-08-26 05,8585.793693067499
1 2020-08-26 06,8572.424469398076
1 2020-08-26 07,8456.142978270516
1 2020-08-26 08,8450.41989907356
1 2020-08-26 09,8591.067851178137
1 2020-08-26 10,8663.857895362526
1 2020-08-26 11,8751.503386563614
1 2020-08-26 12,8838.431347953208
1 2020-08-26 13,8813.996062466196
1 2020-08-26 14,8850.9619585527
1 2020-08-26 15,8906.308962238185
1 2020-08-26 16,8874.233987856562
1 2020-08-26 17,8841.621259442425
1 2020-08-26 18,8837.889965221097
1 2020-08-26 19,8629.66644880355
1 2020-08-26 20,8600.283257844498
1 2020-08-26 21,8534.984811605951
1 2020-08-26 22,8775.04972634546
1 2020-08-26 23,8667.997623367117
1 2020-08-27 00,8574.867080296928
1 2020-08-27 01,8545.741845110611
1 2020-08-27 02,8588.269831413556
1 2020-08-27 03,8631.712444879897
1 2020-08-27 04,8631.996144251356
1 2020-08-27 05,8546.62327971767
1 2020-08-27 06,8500.940238724073
1 2020-08-27 07,8590.631922977795
1 2020-08-27 08,8632.711946810465
1 2020-08-27 09,8641.021141333616
1 2020-08-27 10,8684.325620371976
1 2020-08-27 11,8675.566181422226
1 2020-08-27 12,8726.91610990246
1 2020-08-27 13,8795.937572333052
1 2020-08-27 14,8867.363625054159
1 2020-08-27 15,8824.140227025397
1 2020-08-27 16,8827.28731444342
1 2020-08-27 17,8738.98678484133
1 2020-08-27 18,8758.63290942039
1 2020-08-27 19,8753.169295481392
1 2020-08-27 20,8736.166851861792
1 2020-08-27 21,8783.316839964076
1 2020-08-27 22,8777.271044180168
1 2020-08-27 23,8764.520233814159
1 2020-08-28 00,8749.105266126095
1 2020-08-28 01,8724.550849031471
1 2020-08-28 02,8696.963710382546
1 2020-08-28 03,8618.129659012102
1 2020-08-28 04,8658.242444390205
1 2020-08-28 05,8683.799863393104
1 2020-08-28 06,8680.859217725574
1 2020-08-28 07,8699.27681929778
1 2020-08-28 08,8714.907888288166
1 2020-08-28 09,8790.391302057837
1 2020-08-28 10,8845.68465764277
1 2020-08-28 11,8847.258937763416
1 2020-08-28 12,8667.77834685614
1 2020-08-28 13,8789.154138649898
1 2020-08-28 14,8813.499698914686
1 2020-08-28 15,8771.870464032858
1 2020-08-28 16,8811.28673763843
1 2020-08-28 17,8838.946513486728
1 2020-08-28 18,8738.14682529237
1 2020-08-28 19,8737.160838753087
1 2020-08-28 20,8751.943391087523
1 2020-08-28 21,8795.605913218074
1 2020-08-28 22,8788.255953174541
1 2020-08-28 23,8711.394637005684
1 2020-08-29 00,8727.064778093525
1 2020-08-29 01,8667.677836991144
1 2020-08-29 02,8614.086474023276
1 2020-08-29 03,8592.579278454656
1 2020-08-29 04,8653.03778655131
1 2020-08-29 05,8696.203642327197
1 2020-08-29 06,8637.31838786378
1 2020-08-29 07,8620.06994734862
1 2020-08-29 08,8508.810758642026
1 2020-08-29 09,8637.637118914976
1 2020-08-29 10,8775.428410250868
1 2020-08-29 11,8683.505184673617
1 2020-08-29 12,8674.366379435152
1 2020-08-29 13,8694.812371898188
1 2020-08-29 14,8683.864409713417
1 2020-08-29 15,8629.949898358682
1 2020-08-29 16,8615.089370706597
1 2020-08-29 17,8712.797456077482
1 2020-08-29 18,8718.754660475555
1 2020-08-29 19,8715.444143502042
1 2020-08-29 20,8708.00861683048
1 2020-08-29 21,8771.524293018938
1 2020-08-29 22,8714.053934590855
1 2020-08-29 23,8694.403299878895
1 2020-08-30 00,8687.493029886133
1 2020-08-30 01,8629.43188524331
1 2020-08-30 02,8614.07778945072
1 2020-08-30 03,8596.36829720781
1 2020-08-30 04,8584.066074063912
1 2020-08-30 05,8536.240311643905
1 2020-08-30 06,8508.280398049832
1 2020-08-30 07,8563.587772391147
1 2020-08-30 08,8608.002008785306
1 2020-08-30 09,8641.161491787021
1 2020-08-30 10,8616.355996981552
1 2020-08-30 11,8670.75984774176
1 2020-08-30 12,8597.488523621112
1 2020-08-30 13,8612.63443788094
1 2020-08-30 14,8631.719635303718
1 2020-08-30 15,8681.78406317507
1 2020-08-30 16,8792.511460846425
1 2020-08-30 17,8667.882486853803
1 2020-08-30 18,8682.160265427252
1 2020-08-30 19,8634.875582211997
1 2020-08-30 20,8600.878770057672
1 2020-08-30 21,8616.304076129072
1 2020-08-30 22,8601.658983175876
1 2020-08-30 23,8577.346627279549
1 2020-08-31 00,8556.2217753277
1 2020-08-31 01,8508.89158097481
1 2020-08-31 02,8492.590720767523
1 2020-08-31 03,8519.568167305846
1 2020-08-31 04,8522.25297796688
1 2020-08-31 05,8498.044485820585
1 2020-08-31 06,8483.073565080897
1 2020-08-31 07,8555.093224388098
1 2020-08-31 08,8500.31937410861
1 2020-08-31 09,8563.067950067903
1 2020-08-31 10,8617.632324848684
1 2020-08-31 11,8690.648289223744
1 2020-08-31 12,8794.747337349407
1 2020-08-31 13,8830.320775464668
1 2020-08-31 14,8837.82956425954
1 2020-08-31 15,8780.87810144925
1 2020-08-31 16,8629.453726227997
1 2020-08-31 17,8662.05764083453
1 2020-08-31 18,8635.727067337306
1 2020-08-31 19,8728.687048593842
1 2020-08-31 20,8661.298175897542
1 2020-08-31 21,8727.015502851566
1 2020-08-31 22,8795.031063082992
1 2020-08-31 23,8664.87206395689
2 2020-08-25 00,1137.6327849908762
2 2020-08-25 01,1098.401611975103
2 2020-08-25 02,1078.303035137671
2 2020-08-25 03,1087.1970904325494
2 2020-08-25 04,1095.9331920585698
2 2020-08-25 05,1103.3992178289798
2 2020-08-25 06,1214.87949606648
2 2020-08-25 07,1599.9344183115256
2 2020-08-25 08,2052.7993990886644
2 2020-08-25 09,2052.9315681284293
2 2020-08-25 10,2054.861340862424
2 2020-08-25 11,2054.318601318412
2 2020-08-25 12,2000.297195493762
2 2020-08-25 13,1910.0591250508594
2 2020-08-25 14,1997.506372593371
2 2020-08-25 15,2052.6314060971436
2 2020-08-25 16,1938.3831326836694
2 2020-08-25 17,1913.7055299069234
2 2020-08-25 18,1604.3409122627063
2 2020-08-25 19,1372.9811255987584
2 2020-08-25 20,1273.8565629945363
2 2020-08-25 21,1170.0771038523662
2 2020-08-25 22,1098.1862739279604
2 2020-08-25 23,1131.1700184793337
2 2020-08-26 00,1149.563102109396
2 2020-08-26 01,1093.7777098728457
2 2020-08-26 02,1096.300022715284
2 2020-08-26 03,1098.3343744688905
2 2020-08-26 04,1077.0637471421462
2 2020-08-26 05,1093.3626961660766
2 2020-08-26 06,1187.4688294766195
2 2020-08-26 07,1640.001263727062
2 2020-08-26 08,2016.2048162895455
2 2020-08-26 09,2019.8814723875141
2 2020-08-26 10,2072.5394337130438
2 2020-08-26 11,2097.3246525348086
2 2020-08-26 12,2100.6799346471207
2 2020-08-26 13,2167.251227362977
2 2020-08-26 14,2171.8164909525485
2 2020-08-26 15,2104.894936372333
2 2020-08-26 16,2086.240062283184
2 2020-08-26 17,1939.11109601745
2 2020-08-26 18,1672.976671391747
2 2020-08-26 19,1448.463434461392
2 2020-08-26 20,1338.0282762376273
2 2020-08-26 21,1273.597017534289
2 2020-08-26 22,1147.4827034422274
2 2020-08-26 23,1120.4280828678666
2 2020-08-27 00,1121.2086082785822
2 2020-08-27 01,1109.85178367549
2 2020-08-27 02,1098.030758773471
2 2020-08-27 03,1063.4066760901733
2 2020-08-27 04,1053.0727166605611
2 2020-08-27 05,1070.6577786088903
2 2020-08-27 06,1167.9970802269822
2 2020-08-27 07,1756.9203713380764
2 2020-08-27 08,1832.5664694604275
2 2020-08-27 09,1837.1951898502437
2 2020-08-27 10,1926.27133354734
2 2020-08-27 11,1923.6917850641216
2 2020-08-27 12,1909.642254715488
2 2020-08-27 13,1975.275641897913
2 2020-08-27 14,2108.0541234544344
2 2020-08-27 15,2098.7953125054814
2 2020-08-27 16,2015.5396544617363
