num_date_time,answer
1 2020-08-25 00,8429.46728515625
1 2020-08-25 01,8346.989501953125
1 2020-08-25 02,8362.009887695312
1 2020-08-25 03,8467.171997070312
1 2020-08-25 04,8511.26220703125
1 2020-08-25 05,8564.916381835938
1 2020-08-25 06,8558.1298828125
1 2020-08-25 07,8469.986450195312
1 2020-08-25 08,8415.536376953125
1 2020-08-25 09,8615.072021484375
1 2020-08-25 10,8592.733520507812
1 2020-08-25 11,8745.890014648438
1 2020-08-25 12,8720.337036132812
1 2020-08-25 13,8860.001586914062
1 2020-08-25 14,8886.924438476562
1 2020-08-25 15,8956.237548828125
1 2020-08-25 16,8945.9677734375
1 2020-08-25 17,8801.257202148438
1 2020-08-25 18,8586.75537109375
1 2020-08-25 19,8615.74169921875
1 2020-08-25 20,8584.1240234375
1 2020-08-25 21,8475.785034179688
1 2020-08-25 22,8503.638061523438
1 2020-08-25 23,8680.048950195312
1 2020-08-26 00,8355.392211914062
1 2020-08-26 01,8382.1728515625
1 2020-08-26 02,8436.529052734375
1 2020-08-26 03,8398.328979492188
1 2020-08-26 04,8492.961303710938
1 2020-08-26 05,8596.0654296875
1 2020-08-26 06,8566.005004882812
1 2020-08-26 07,8407.210327148438
1 2020-08-26 08,8363.334106445312
1 2020-08-26 09,8538.031616210938
1 2020-08-26 10,8625.776123046875
1 2020-08-26 11,8642.593139648438
1 2020-08-26 12,8756.229858398438
1 2020-08-26 13,8836.794799804688
1 2020-08-26 14,8791.324951171875
1 2020-08-26 15,8858.225952148438
1 2020-08-26 16,8763.595947265625
1 2020-08-26 17,8715.976928710938
1 2020-08-26 18,8735.523315429688
1 2020-08-26 19,8613.152587890625
1 2020-08-26 20,8542.462890625
1 2020-08-26 21,8458.57421875
1 2020-08-26 22,8812.112426757812
1 2020-08-26 23,8682.380615234375
1 2020-08-27 00,8514.26806640625
1 2020-08-27 01,8548.23974609375
1 2020-08-27 02,8614.32958984375
1 2020-08-27 03,8631.59619140625
1 2020-08-27 04,8664.241821289062
1 2020-08-27 05,8557.489379882812
1 2020-08-27 06,8424.550659179688
1 2020-08-27 07,8540.16748046875
1 2020-08-27 08,8601.781127929688
1 2020-08-27 09,8602.201904296875
1 2020-08-27 10,8680.33984375
1 2020-08-27 11,8684.782104492188
1 2020-08-27 12,8739.149291992188
1 2020-08-27 13,8795.010986328125
1 2020-08-27 14,8857.986450195312
1 2020-08-27 15,8827.974731445312
1 2020-08-27 16,8873.563720703125
1 2020-08-27 17,8721.816162109375
1 2020-08-27 18,8746.371337890625
1 2020-08-27 19,8730.356323242188
1 2020-08-27 20,8696.480712890625
1 2020-08-27 21,8731.787841796875
1 2020-08-27 22,8739.765258789062
1 2020-08-27 23,8775.034912109375
1 2020-08-28 00,8791.913452148438
1 2020-08-28 01,8758.288330078125
1 2020-08-28 02,8728.600952148438
1 2020-08-28 03,8651.018432617188
1 2020-08-28 04,8684.50048828125
1 2020-08-28 05,8663.371337890625
1 2020-08-28 06,8656.203369140625
1 2020-08-28 07,8708.74951171875
1 2020-08-28 08,8722.8271484375
1 2020-08-28 09,8806.498779296875
1 2020-08-28 10,8830.984008789062
1 2020-08-28 11,8841.589477539062
1 2020-08-28 12,8645.76416015625
1 2020-08-28 13,8831.572143554688
1 2020-08-28 14,8800.39306640625
1 2020-08-28 15,8747.359375
1 2020-08-28 16,8817.43212890625
1 2020-08-28 17,8848.5576171875
1 2020-08-28 18,8678.639038085938
1 2020-08-28 19,8682.5703125
1 2020-08-28 20,8717.164794921875
1 2020-08-28 21,8803.331665039062
1 2020-08-28 22,8809.517333984375
1 2020-08-28 23,8752.931762695312
1 2020-08-29 00,8754.680541992188
1 2020-08-29 01,8696.046875
1 2020-08-29 02,8660.649169921875
1 2020-08-29 03,8636.615234375
1 2020-08-29 04,8641.337036132812
1 2020-08-29 05,8724.418090820312
1 2020-08-29 06,8640.244262695312
1 2020-08-29 07,8620.288208007812
1 2020-08-29 08,8363.103393554688
1 2020-08-29 09,8556.516967773438
1 2020-08-29 10,8676.310913085938
1 2020-08-29 11,8702.878662109375
