num_date_time,answer
1 2020-08-25 00,8594.194266879958
1 2020-08-25 01,8619.696581368105
1 2020-08-25 02,8572.373375779578
1 2020-08-25 03,8512.26060409492
1 2020-08-25 04,8544.248091331563
1 2020-08-25 05,8502.692752201416
1 2020-08-25 06,8505.382320868304
1 2020-08-25 07,8633.556732977322
1 2020-08-25 08,8651.114838299853
1 2020-08-25 09,8756.347651985985
1 2020-08-25 10,8751.33064535817
1 2020-08-25 11,8737.556956094335
1 2020-08-25 12,8887.427759548036
1 2020-08-25 13,8908.083662886456
1 2020-08-25 14,8885.148011358868
1 2020-08-25 15,8872.839349843465
1 2020-08-25 16,8907.722070052287
1 2020-08-25 17,8892.767408163523
1 2020-08-25 18,8667.325273245075
1 2020-08-25 19,8682.54427896778
1 2020-08-25 20,8576.871051266258
1 2020-08-25 21,8666.480067195716
1 2020-08-25 22,8684.033186296141
1 2020-08-25 23,8748.499089413015
1 2020-08-26 00,8586.682216828493
1 2020-08-26 01,8548.756484901822
1 2020-08-26 02,8587.453777472723
1 2020-08-26 03,8552.78672308117
1 2020-08-26 04,8536.32445817343
1 2020-08-26 05,8526.403366373434
1 2020-08-26 06,8587.862960016722
1 2020-08-26 07,8649.259617493088
1 2020-08-26 08,8670.61356454663
1 2020-08-26 09,8824.433584133705
1 2020-08-26 10,8904.854980474454
1 2020-08-26 11,8900.809810513545
1 2020-08-26 12,8848.191479596813
1 2020-08-26 13,8899.987852508317
1 2020-08-26 14,9455.282969456426
1 2020-08-26 15,9103.747258123794
1 2020-08-26 16,9083.732713714846
1 2020-08-26 17,8936.733480242201
1 2020-08-26 18,8823.767691188707
1 2020-08-26 19,8743.777513095421
1 2020-08-26 20,8618.25117604147
1 2020-08-26 21,8629.330768209511
1 2020-08-26 22,8786.875747450653
1 2020-08-26 23,8789.189375932547
1 2020-08-27 00,8608.56307801352
1 2020-08-27 01,8535.68844774654
1 2020-08-27 02,8574.256738259164
1 2020-08-27 03,8539.870377043797
1 2020-08-27 04,8576.175303917578
1 2020-08-27 05,8564.13459300797
1 2020-08-27 06,8542.732765130748
1 2020-08-27 07,8610.8583654604
1 2020-08-27 08,8602.911575268508
1 2020-08-27 09,8695.035057657009
1 2020-08-27 10,8696.659954434825
1 2020-08-27 11,8718.67595977232
1 2020-08-27 12,8691.623914430193
1 2020-08-27 13,8752.612478142037
1 2020-08-27 14,8791.755440302339
1 2020-08-27 15,8777.516515044703
1 2020-08-27 16,8768.255154704188
1 2020-08-27 17,8686.84240883967
1 2020-08-27 18,8699.929734892035
1 2020-08-27 19,8711.5632599358
1 2020-08-27 20,8730.366421742649
1 2020-08-27 21,8722.96838640374
1 2020-08-27 22,8695.580704914142
1 2020-08-27 23,8732.67134655858
1 2020-08-28 00,8675.18707362762
1 2020-08-28 01,8668.896542216782
1 2020-08-28 02,8644.181538051163
1 2020-08-28 03,8622.937350429378
1 2020-08-28 04,8639.462767623505
1 2020-08-28 05,8600.965990861116
1 2020-08-28 06,8588.6478796709
1 2020-08-28 07,8692.075306174218
1 2020-08-28 08,8776.85097615439
1 2020-08-28 09,8828.610203195307
1 2020-08-28 10,8779.919282710238
1 2020-08-28 11,8801.682912152964
1 2020-08-28 12,8708.915469895377
1 2020-08-28 13,8891.588975758736
1 2020-08-28 14,9292.46282803754
1 2020-08-28 15,9571.023554213616
1 2020-08-28 16,9569.939849317625
1 2020-08-28 17,9309.374756348401
1 2020-08-28 18,8656.55000085983
1 2020-08-28 19,8782.04153271224
1 2020-08-28 20,8640.783055318783
1 2020-08-28 21,8643.701219361059
1 2020-08-28 22,8663.22152224365
1 2020-08-28 23,8650.303291430802
1 2020-08-29 00,8793.54557601282
1 2020-08-29 01,8755.434384606298
1 2020-08-29 02,8733.360160193026
1 2020-08-29 03,8738.909429217203
1 2020-08-29 04,8734.586352574684
1 2020-08-29 05,8739.200387532906
1 2020-08-29 06,8709.073673777082
1 2020-08-29 07,8626.230445550706
1 2020-08-29 08,8607.905807328949
1 2020-08-29 09,8600.051231118725
1 2020-08-29 10,8620.222465971492
1 2020-08-29 11,8604.38487613871
1 2020-08-29 12,8568.202917050705
1 2020-08-29 13,8664.140381434137
1 2020-08-29 14,8682.816116134454
1 2020-08-29 15,8670.9565508618
1 2020-08-29 16,8596.537337194577
1 2020-08-29 17,8640.431079802289
1 2020-08-29 18,8577.906389214579
1 2020-08-29 19,8681.515366066727
1 2020-08-29 20,8715.674847695296
1 2020-08-29 21,8711.487575493536
1 2020-08-29 22,8715.893301264263
1 2020-08-29 23,8699.702262267361
1 2020-08-30 00,8672.777126386936
1 2020-08-30 01,8673.971193295592
1 2020-08-30 02,8708.176050604605
1 2020-08-30 03,8662.55357809653
1 2020-08-30 04,8679.403321979667
1 2020-08-30 05,8625.953501922339
1 2020-08-30 06,8585.343668540756
1 2020-08-30 07,8613.410307172611
1 2020-08-30 08,8614.13320867081
1 2020-08-30 09,8644.576550314538
1 2020-08-30 10,8578.173717143718
1 2020-08-30 11,8601.66350527236
1 2020-08-30 12,8574.020406678084
1 2020-08-30 13,8649.168645654767
1 2020-08-30 14,8663.8942166514
1 2020-08-30 15,8588.768993804935
1 2020-08-30 16,8626.029717892976
1 2020-08-30 17,8705.022939958222
1 2020-08-30 18,8727.06885986642
1 2020-08-30 19,8721.716648339327
1 2020-08-30 20,8685.352803961323
1 2020-08-30 21,8666.160707166167
1 2020-08-30 22,8632.669171909654
1 2020-08-30 23,8613.246537671821
1 2020-08-31 00,8512.412145874054
1 2020-08-31 01,8503.216289511645
1 2020-08-31 02,8476.781499755172
1 2020-08-31 03,8531.030520891047
1 2020-08-31 04,8520.014830898937
1 2020-08-31 05,8479.946654888521
1 2020-08-31 06,8507.156250169042
1 2020-08-31 07,8584.467498190783
1 2020-08-31 08,8620.937602552509
1 2020-08-31 09,8753.422017837962
1 2020-08-31 10,8699.71929737463
1 2020-08-31 11,8678.465989760585
1 2020-08-31 12,8632.345818490736
1 2020-08-31 13,8719.39328695844
1 2020-08-31 14,8760.232050161216
1 2020-08-31 15,8853.380913528774
1 2020-08-31 16,8842.886910399746
1 2020-08-31 17,8822.087444369994
1 2020-08-31 18,8804.354488192472
1 2020-08-31 19,8803.199882814553
1 2020-08-31 20,8644.44291269024
1 2020-08-31 21,8613.094572669814
1 2020-08-31 22,8668.677128091314
1 2020-08-31 23,8676.95660704546
2 2020-08-25 00,1038.7372882895302
2 2020-08-25 01,1018.4259563030403
2 2020-08-25 02,1051.0866262642405
2 2020-08-25 03,1020.6775708722976
2 2020-08-25 04,1075.3555582599856
2 2020-08-25 05,1045.3235176703713
2 2020-08-25 06,1182.4394604840736
2 2020-08-25 07,1533.6917561878336
2 2020-08-25 08,1845.9107598359187
2 2020-08-25 09,2065.776991312422
2 2020-08-25 10,2084.782685310553
2 2020-08-25 11,2063.8139001673594
2 2020-08-25 12,1996.823156694061
2 2020-08-25 13,1957.3793775240094
2 2020-08-25 14,1960.5142511912384
2 2020-08-25 15,2026.1816960516803
2 2020-08-25 16,1961.4401548169717
2 2020-08-25 17,1969.1521116781928
2 2020-08-25 18,1668.3051407287712
2 2020-08-25 19,1419.3076309070163
2 2020-08-25 20,1399.865298557314
2 2020-08-25 21,1328.4420561555617
2 2020-08-25 22,1222.485066372812
2 2020-08-25 23,1248.2223171470016
2 2020-08-26 00,1208.2933086553635
2 2020-08-26 01,1179.149262349396
2 2020-08-26 02,1051.9166496407788
2 2020-08-26 03,1055.7465797791756
2 2020-08-26 04,1039.6096128095364
2 2020-08-26 05,1094.023771299688
2 2020-08-26 06,1209.8578608718478
2 2020-08-26 07,1532.698030913184
2 2020-08-26 08,1758.8459607076293
2 2020-08-26 09,1996.2285777849697
2 2020-08-26 10,1955.8823894739617
2 2020-08-26 11,2012.0241216098475
2 2020-08-26 12,1972.435361087411
2 2020-08-26 13,1996.4807786105407
2 2020-08-26 14,1999.263188953783
2 2020-08-26 15,1972.841438155984
2 2020-08-26 16,1959.2806395741482
2 2020-08-26 17,1857.60493855825
2 2020-08-26 18,1677.1121111430157
2 2020-08-26 19,1406.385822748433
2 2020-08-26 20,1319.7362892118335
2 2020-08-26 21,1271.384896569057
2 2020-08-26 22,1171.776113387887
2 2020-08-26 23,1082.7281094595578
2 2020-08-27 00,1124.6747776853306
2 2020-08-27 01,1030.694331127864
2 2020-08-27 02,1078.733321856019
2 2020-08-27 03,1091.0546034700044
2 2020-08-27 04,1119.0111567116435
2 2020-08-27 05,1110.7754567234213
2 2020-08-27 06,1242.2581863393038
2 2020-08-27 07,1451.1634149007477
2 2020-08-27 08,1661.2657117543058
2 2020-08-27 09,1795.9141928665908
2 2020-08-27 10,1777.5644039297808
2 2020-08-27 11,1809.3640433574049
2 2020-08-27 12,1866.0896448733297
2 2020-08-27 13,1881.9232444888062
2 2020-08-27 14,1896.9790657518354
2 2020-08-27 15,1851.344133116168
2 2020-08-27 16,1831.0660688821658
2 2020-08-27 17,1769.2976119824555
2 2020-08-27 18,1546.6851637398818
2 2020-08-27 19,1350.5727700735438
2 2020-08-27 20,1237.9056786604237
2 2020-08-27 21,1203.5890546998976
2 2020-08-27 22,1138.486593797834
2 2020-08-27 23,1139.6314521554932
2 2020-08-28 00,1196.8150133354538
2 2020-08-28 01,1161.2793854679428
2 2020-08-28 02,1112.5028177775844
2 2020-08-28 03,1112.3418601139738
2 2020-08-28 04,1101.1100611290835
2 2020-08-28 05,1075.96048278956
2 2020-08-28 06,1247.347199587325
2 2020-08-28 07,1564.1036903791664
2 2020-08-28 08,1796.2098049917263
2 2020-08-28 09,1903.1118908100561
2 2020-08-28 10,2000.0751870040676
2 2020-08-28 11,1952.1115735355293
2 2020-08-28 12,1986.5823546785796
2 2020-08-28 13,1898.2356354804579
2 2020-08-28 14,1931.9672977310079
2 2020-08-28 15,1922.1504714609605
2 2020-08-28 16,1823.0408998368102
2 2020-08-28 17,1856.4785483248743
2 2020-08-28 18,1618.1976355511406
2 2020-08-28 19,1314.7834086846417
2 2020-08-28 20,1195.4321377756437
2 2020-08-28 21,1194.858965311599
2 2020-08-28 22,1187.0086215032202
2 2020-08-28 23,1105.9127524535434
2 2020-08-29 00,1040.3887547471095
2 2020-08-29 01,1003.4351318446068
2 2020-08-29 02,998.2546106230332
2 2020-08-29 03,1015.0255968660472
2 2020-08-29 04,997.5637618550945
2 2020-08-29 05,987.8936854301995
2 2020-08-29 06,1022.3451036807153
2 2020-08-29 07,1094.958641408622
2 2020-08-29 08,1259.2703630265069
2 2020-08-29 09,1345.8186482721487
2 2020-08-29 10,1377.4376591974637
2 2020-08-29 11,1406.0000864840922
2 2020-08-29 12,1328.7148603217154
2 2020-08-29 13,1335.715551769144
2 2020-08-29 14,1305.5727375641677
2 2020-08-29 15,1260.220542570128
2 2020-08-29 16,1250.0205045634261
2 2020-08-29 17,1286.3509084336777
2 2020-08-29 18,1247.9768909542227
2 2020-08-29 19,1237.8991834162935
2 2020-08-29 20,1150.7709352270892
2 2020-08-29 21,1069.7586712823395
2 2020-08-29 22,1029.9873879171414
2 2020-08-29 23,1054.1290515849896
2 2020-08-30 00,1202.2468602572853
2 2020-08-30 01,1149.3555732399873
2 2020-08-30 02,1063.6796536589218
2 2020-08-30 03,1023.7199698028604
2 2020-08-30 04,1040.1730659576115
2 2020-08-30 05,1056.737555381433
2 2020-08-30 06,1052.5332086888466
2 2020-08-30 07,1144.1682317652362
2 2020-08-30 08,1319.4055606797165
2 2020-08-30 09,1325.1008522851516
2 2020-08-30 10,1405.3066520269147
2 2020-08-30 11,1347.4008801136383
2 2020-08-30 12,1285.523909976975
2 2020-08-30 13,1303.136707907267
2 2020-08-30 14,1378.7835116970186
2 2020-08-30 15,1387.6882026270396
2 2020-08-30 16,1446.6795888731144
2 2020-08-30 17,1347.7968671050212
2 2020-08-30 18,1183.060144774677
2 2020-08-30 19,1178.0581937406248
