num_date_time,answer
1 2020-08-25 00,8599.615559153191
1 2020-08-25 01,8590.334250141044
1 2020-08-25 02,8582.811533916512
1 2020-08-25 03,8634.681428628694
1 2020-08-25 04,8597.660637759787
1 2020-08-25 05,8582.458508455402
1 2020-08-25 06,8566.196205493316
1 2020-08-25 07,8620.74938881756
1 2020-08-25 08,8695.531526730623
1 2020-08-25 09,8715.745990633932
1 2020-08-25 10,8756.02490579549
1 2020-08-25 11,8807.389596418065
1 2020-08-25 12,8883.499976716374
1 2020-08-25 13,8944.666958424468
1 2020-08-25 14,8944.937956280059
1 2020-08-25 15,8961.40724548529
1 2020-08-25 16,8979.065374046852
1 2020-08-25 17,8851.356595186786
1 2020-08-25 18,8733.112023496524
1 2020-08-25 19,8669.42880515866
1 2020-08-25 20,8569.689504098282
1 2020-08-25 21,8583.158133162344
1 2020-08-25 22,8622.75517005275
1 2020-08-25 23,8644.477395529535
1 2020-08-26 00,8546.031279633818
1 2020-08-26 01,8545.442999674253
1 2020-08-26 02,8580.379300025457
1 2020-08-26 03,8577.152400498628
1 2020-08-26 04,8580.945142794002
1 2020-08-26 05,8594.871132870534
1 2020-08-26 06,8598.599553742324
1 2020-08-26 07,8696.920484365162
1 2020-08-26 08,8655.825956888153
1 2020-08-26 09,8720.761634592216
1 2020-08-26 10,8841.083329526373
1 2020-08-26 11,8936.828214967378
1 2020-08-26 12,9006.361328553303
1 2020-08-26 13,8968.28243883875
1 2020-08-26 14,8961.761527055736
1 2020-08-26 15,9011.328603621305
1 2020-08-26 16,8974.021880362432
1 2020-08-26 17,8898.951992970186
1 2020-08-26 18,8668.965062116722
1 2020-08-26 19,8682.244896288164
1 2020-08-26 20,8665.123569962463
1 2020-08-26 21,8626.861681870516
1 2020-08-26 22,8682.973599542802
1 2020-08-26 23,8699.989717269897
1 2020-08-27 00,8609.548514167987
1 2020-08-27 01,8580.713021957265
1 2020-08-27 02,8545.397078069163
1 2020-08-27 03,8595.97071273892
1 2020-08-27 04,8557.46811886144
1 2020-08-27 05,8585.135013832129
1 2020-08-27 06,8569.029190072328
1 2020-08-27 07,8618.96940603819
1 2020-08-27 08,8621.12800647967
1 2020-08-27 09,8654.516308682614
1 2020-08-27 10,8686.04392661745
1 2020-08-27 11,8658.076896404831
1 2020-08-27 12,8671.143589071275
1 2020-08-27 13,8684.278906368401
1 2020-08-27 14,8673.669007689314
1 2020-08-27 15,8710.932659842396
1 2020-08-27 16,8741.731660304586
1 2020-08-27 17,8664.237375482218
1 2020-08-27 18,8642.54841814409
1 2020-08-27 19,8643.265474460726
1 2020-08-27 20,8688.375968097826
1 2020-08-27 21,8704.4925982705
1 2020-08-27 22,8689.711558372657
1 2020-08-27 23,8676.23144710839
1 2020-08-28 00,8665.033131590868
1 2020-08-28 01,8642.597954459527
1 2020-08-28 02,8629.70401882046
1 2020-08-28 03,8574.437859286343
1 2020-08-28 04,8574.410061137394
1 2020-08-28 05,8584.54705409964
1 2020-08-28 06,8589.861881538292
1 2020-08-28 07,8582.358059941524
1 2020-08-28 08,8614.8652812111
1 2020-08-28 09,8648.275643825993
1 2020-08-28 10,8748.418186311581
1 2020-08-28 11,8744.952998131395
1 2020-08-28 12,8668.922083917512
1 2020-08-28 13,8671.76003197405
1 2020-08-28 14,8733.815953700037
1 2020-08-28 15,8718.65792998288
1 2020-08-28 16,8667.415448793525
1 2020-08-28 17,8628.923512134696
1 2020-08-28 18,8579.093846910306
1 2020-08-28 19,8564.713777863928
1 2020-08-28 20,8581.17285471815
1 2020-08-28 21,8686.044593122495
1 2020-08-28 22,8663.214990957102
1 2020-08-28 23,8649.067705125542
1 2020-08-29 00,8700.253127937238
1 2020-08-29 01,8680.497237125257
1 2020-08-29 02,8684.368531462776
1 2020-08-29 03,8671.936639248828
1 2020-08-29 04,8657.537179839834
1 2020-08-29 05,8634.899473186264
1 2020-08-29 06,8597.358623566839
1 2020-08-29 07,8642.892093663364
1 2020-08-29 08,8555.800813388098
1 2020-08-29 09,8595.364692677473
1 2020-08-29 10,8533.42911289278
1 2020-08-29 11,8508.16911736066
1 2020-08-29 12,8525.272860906369
1 2020-08-29 13,8574.54598695385
1 2020-08-29 14,8568.952298215996
1 2020-08-29 15,8572.159218667344
1 2020-08-29 16,8565.756722509668
1 2020-08-29 17,8590.881914425521
1 2020-08-29 18,8646.061668136173
1 2020-08-29 19,8661.563717584511
1 2020-08-29 20,8696.826134438068
1 2020-08-29 21,8710.623103153132
1 2020-08-29 22,8712.310276505561
1 2020-08-29 23,8674.728606675402
1 2020-08-30 00,8679.749298341074
1 2020-08-30 01,8687.561733799737
1 2020-08-30 02,8691.586501153051
1 2020-08-30 03,8664.554965935335
1 2020-08-30 04,8653.761528758978
1 2020-08-30 05,8530.287250190315
1 2020-08-30 06,8616.029848471608
1 2020-08-30 07,8600.233255961703
1 2020-08-30 08,8582.913598760924
1 2020-08-30 09,8568.538089133028
1 2020-08-30 10,8611.896420066598
1 2020-08-30 11,8540.315065036473
1 2020-08-30 12,8491.312744510064
1 2020-08-30 13,8519.413739139125
1 2020-08-30 14,8555.993317434388
1 2020-08-30 15,8614.932268314184
1 2020-08-30 16,8666.735323373257
1 2020-08-30 17,8596.11062933548
1 2020-08-30 18,8682.931710995119
1 2020-08-30 19,8669.112176501963
1 2020-08-30 20,8675.276971111361
1 2020-08-30 21,8634.174357396418
1 2020-08-30 22,8620.959602046401
1 2020-08-30 23,8627.892847883642
1 2020-08-31 00,8530.569373167025
1 2020-08-31 01,8517.862991142225
1 2020-08-31 02,8496.353354837885
1 2020-08-31 03,8496.9395485652
1 2020-08-31 04,8494.258766858866
1 2020-08-31 05,8473.138138589025
1 2020-08-31 06,8479.201098781132
1 2020-08-31 07,8533.670443687508
1 2020-08-31 08,8569.851759712097
1 2020-08-31 09,8617.726933010172
1 2020-08-31 10,8651.98715056425
1 2020-08-31 11,8655.031075686482
1 2020-08-31 12,8648.544503893392
1 2020-08-31 13,8622.566871084719
1 2020-08-31 14,8664.376189214381
1 2020-08-31 15,8690.982814339653
1 2020-08-31 16,8577.32722987162
1 2020-08-31 17,8610.598830352186
1 2020-08-31 18,8551.520969037278
1 2020-08-31 19,8560.930497472085
1 2020-08-31 20,8586.727003111344
1 2020-08-31 21,8652.006125965709
1 2020-08-31 22,8690.565255951691
1 2020-08-31 23,8698.945524056095
2 2020-08-25 00,1122.6889924778297
2 2020-08-25 01,1089.5420595659855
2 2020-08-25 02,1081.4217579783199
2 2020-08-25 03,1078.3542390409195
2 2020-08-25 04,1049.8651945318168
2 2020-08-25 05,1052.4992807027968
2 2020-08-25 06,1134.7941046464705
2 2020-08-25 07,1473.867258338514
2 2020-08-25 08,1810.6783592808822
2 2020-08-25 09,2012.042927457268
2 2020-08-25 10,2023.4865013299273
2 2020-08-25 11,1963.0178450179947
2 2020-08-25 12,1927.7803731481652
2 2020-08-25 13,1874.2719906853529
2 2020-08-25 14,1945.4583564726727
2 2020-08-25 15,2007.5086631363965
2 2020-08-25 16,1864.2346624167656
2 2020-08-25 17,1811.8672474312732
2 2020-08-25 18,1551.7368774239196
2 2020-08-25 19,1432.5941733722925
2 2020-08-25 20,1306.8608676155932
2 2020-08-25 21,1202.8078699959608
2 2020-08-25 22,1146.6957983884938
2 2020-08-25 23,1124.6543625274849
2 2020-08-26 00,1104.4607904302097
2 2020-08-26 01,1086.9287085133956
2 2020-08-26 02,1072.3291070373207
2 2020-08-26 03,1113.2914974368316
2 2020-08-26 04,1104.602343627274
2 2020-08-26 05,1130.4271922365913
2 2020-08-26 06,1252.6266417985498
2 2020-08-26 07,1484.9216506909138
2 2020-08-26 08,1851.146686928731
2 2020-08-26 09,2004.9420529928286
2 2020-08-26 10,1999.3348919522048
2 2020-08-26 11,2091.700608293112
2 2020-08-26 12,2031.2684464520264
2 2020-08-26 13,2020.895548018595
2 2020-08-26 14,2014.568220879282
2 2020-08-26 15,1988.7749016580378
2 2020-08-26 16,1965.3576600636165
